보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
심곡동 390,1,경기도 부천시 신흥로 40,경기도 부천시 심곡2동 458-5 옥상위치,37.48713912,126.7774372,,건축물,032-625-5074,경기도 부천시청,2020-10-22
심곡동 435,1,경기도 부천시 부일로 430-11,경기도 부천시 심곡2동 459-2 옥상 위치,37.4861486,126.7777522,,건축물,032-625-5074,경기도 부천시청,2020-10-22
관리434,1,경기도 부천시 부일로 430-11,경기도 부천시 심곡2동 459-2번지옥상,37.4861486,126.7777522,,건축물,032-625-5074,경기도 부천시청,2020-10-22
심곡동 433,1,경기도 부천시 부일로 430-13,경기도 부천시 심곡2동 459-3 앞 골목입구 위치,37.4860548,126.7776982,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 436,1,경기도 부천시 신흥로26번길 23,경기도 부천시 심곡2동 459-5 앞 코너 위치,37.48601559,126.777929,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 437,1,경기도 부천시 부일로432번길 10,경기도 부천시 심곡2동 459-9 앞 위치,37.48624998,126.7780007,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 430,1,경기도 부천시 신흥로26번길 9,경기도 부천시 심곡2동 461-10앞 골목입구 위치,37.48613683,126.7772412,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 431,1,,경기도 부천시 심곡2동 463-2 앞 위치,,,,,032-625-5074,경기도 부천시청,2020-10-22
심곡동 427,1,,경기도 부천시 심곡2동 464-10앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 429,1,경기도 부천시 신흥로 22,경기도 부천시 심곡2동 464-24앞 (464-11과 사이에 위치),37.48580843,126.7770115,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 426,1,경기도 부천시 신흥로22번길 19,경기도 부천시 심곡2동 464-2앞 (서쪽끝 위치 1개),37.48562224,126.7776588,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 425,1,경기도 부천시 신흥로22번길 19,경기도 부천시 심곡2동 464-2앞 코너위치1개,37.48562224,126.7776588,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 432,1,경기도 부천시 신흥로26번길 14,경기도 부천시 심곡2동 464-5 앞 위치,37.48582356,126.7773914,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 394,1,경기도 부천시 부일로432번길 34,경기도 부천시 심곡2동 465-14 앞 골목입구 위치,37.48515748,126.7777416,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 428,1,경기도 부천시 신흥로22번길 10,경기도 부천시 심곡2동 465-7앞 골목안 위치,37.48546263,126.777112,,,032-625-5074,경기도 부천시청,2020-10-22
심곡동 692,1,경기도 부천시 부일로537번길 13,경기도 부천시 심곡2동 488-16 앞 위치,37.48547111,126.7895947,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 691,1,경기도 부천시 부일로537번길 11-1,경기도 부천시 심곡2동 488-8 건물벽면 위치,37.48541005,126.789717,,건축물,032-625-5074,경기도 부천시청,2020-10-22
심곡동 680,2,경기도 부천시 부일로 536-2,경기도 부천시 심곡2동 489-37옥상 위치,37.48468186,126.789615,,건축물,032-625-5074,경기도 부천시청,2020-10-22
심곡동 647,1,,경기도 부천시 심곡2동 489-49 옥상 위치,,,,건축물,032-625-5074,경기도 부천시청,2020-10-22
심곡동 676,1,경기도 부천시 원미로18번길 17-13,경기도 부천시 심곡2동 489-54 옥상 위치에서옆철전주로이설함,37.48456348,126.7899274,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 678,1,경기도 부천시 원미로18번길 13-4,경기도 부천시 심곡2동 489-60 옥상 위치,37.4842459,126.7896886,,건축물,032-625-5074,경기도 부천시청,2020-10-22
심곡동 677,1,경기도 부천시 원미로18번길 13,경기도 부천시 심곡2동 489-61 앞 위치,37.48415575,126.7896572,,,032-625-5074,경기도 부천시청,2020-10-22
심곡동 679,1,경기도 부천시 원미로18번길 13-9,경기도 부천시 심곡2동 489-65 앞 위치,37.48455568,126.7895927,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 645,2,경기도 부천시 원미로8번길 11,경기도 부천시 심곡2동 489-83호앞 철도 방음벽에설치됨,37.48329008,126.7892661,,건축물,032-625-5074,경기도 부천시청,2020-10-22
심곡동 668,1,,경기도 부천시 심곡2동 490-103 옥상 위치,,,,건축물,032-625-5074,경기도 부천시청,2020-10-22
심곡동 663,1,경기도 부천시 원미로18번길 39-1,경기도 부천시 심곡2동 490-11 옥상 위치,37.48376867,126.7908703,,건축물,032-625-5074,경기도 부천시청,2020-10-22
심곡동 682,1,,경기도 부천시 심곡2동 490-112 앞 위치,,,,,032-625-5074,경기도 부천시청,2020-10-22
심곡동 671,1,,경기도 부천시 심곡2동 490-127 옥상 코너위치,,,,건축물,032-625-5074,경기도 부천시청,2020-10-22
심곡동 688,1,경기도 부천시 부일로538번길 34,경기도 부천시 심곡2동 490-14 앞 코너 위치,37.48371848,126.7910242,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 673,1,,경기도 부천시 심곡2동 490-150앞 골목끝 위치,,,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 672,1,,경기도 부천시 심곡2동 490-156 앞 골목안 위치,,,,,032-625-5074,경기도 부천시청,2020-10-22
심곡동 669,1,,경기도 부천시 심곡2동 490-159 앞 골목끝 위치,,,,,032-625-5074,경기도 부천시청,2020-10-22
심곡동 687,1,,경기도 부천시 심곡2동 490-169 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 689,2,경기도 부천시 원미로18번길 41,경기도 부천시 심곡2동 490-17 앞 위치,37.48364281,126.7910335,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 651,2,,경기도 부천시 심곡2동 490-173 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 648,1,,경기도 부천시 심곡2동 490-177 옥상 위치,,,,건축물,032-625-5074,경기도 부천시청,2020-10-22
심곡동 649,1,,경기도 부천시 심곡2동 490-181 옥상 위치,,,,건축물,032-625-5074,경기도 부천시청,2020-10-22
심곡동 686,1,경기도 부천시 부일로538번길 14,경기도 부천시 심곡2동 490-1앞 위치,37.48436945,126.7902581,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 666,1,경기도 부천시 원미로18번길 31,경기도 부천시 심곡2동 490-21 옥상(490-20맞은편 동쪽위치1개),37.48375362,126.7905131,,건축물,032-625-5074,경기도 부천시청,2020-10-22
심곡동 670,1,경기도 부천시 원미로18번길 31,경기도 부천시 심곡2동 490-21옥상(490-162맞은편 서쪽위치1개),37.48375362,126.7905131,,건축물,032-625-5074,경기도 부천시청,2020-10-22
심곡동 661,1,경기도 부천시 원미로18번길 40,경기도 부천시 심곡2동 490-24 앞 코너 골목입구 위치,37.48352363,126.7908936,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 658,1,경기도 부천시 부일로538번길 48-6,경기도 부천시 심곡2동 490-27 옥상 위치,37.48338355,126.7911608,,건축물,032-625-5074,경기도 부천시청,2020-10-22
심곡동 660,2,경기도 부천시 원미로8번길 37-10,경기도 부천시 심곡2동 490-29 앞 위치,37.48340466,126.7908713,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 659,1,경기도 부천시 원미로8번길 37-10,경기도 부천시 심곡2동 490-29 옥상 위치,37.48340466,126.7908713,,건축물,032-625-5074,경기도 부천시청,2020-10-22
심곡동 655,1,,경기도 부천시 심곡2동 490-49번지맞은편전주,,,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 690,1,경기도 부천시 원미로18번길 44,경기도 부천시 심곡2동 490-5 앞 담벽위치,37.48351315,126.791079,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 662,1,경기도 부천시 원미로18번길 44,경기도 부천시 심곡2동 490-5앞 (490-17맞은편 위치),37.48351315,126.791079,,,032-625-5074,경기도 부천시청,2020-10-22
심곡동 657,1,경기도 부천시 원미로8번길 47,경기도 부천시 심곡2동 490-60 옥상 위치,37.48303438,126.7914015,,건축물,032-625-5074,경기도 부천시청,2020-10-22
심곡동 654,1,경기도 부천시 원미로8번길 35,경기도 부천시 심곡2동 490-66 앞 골목코너 위치,37.48310157,126.7906732,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 664,1,경기도 부천시 원미로8번길 33-13,경기도 부천시 심곡2동 490-70 앞 코너 골목입구 위치,37.48359873,126.7905632,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 665,1,경기도 부천시 원미로8번길 33-11,경기도 부천시 심곡2동 490-73 앞 골목안 위치,37.48349779,126.7905454,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 652,1,경기도 부천시 원미로8번길 19-2,경기도 부천시 심곡2동 490-79번지맞은편 철도방음벽에설치,37.48317309,126.7903564,,건축물,032-625-5074,경기도 부천시청,2020-10-22
관리 653,1,경기도 부천시 원미로8번길 31,경기도 부천시 심곡2동 490-85번지맞은편 전주,37.4831157,126.7905103,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 667,1,경기도 부천시 원미로18번길 33-2,경기도 부천시 심곡2동 490-87 옥상 위치,37.48384778,126.7907706,,건축물,032-625-5074,경기도 부천시청,2020-10-22
심곡동 675,1,,경기도 부천시 심곡2동 490-94 앞 위치,,,,,032-625-5074,경기도 부천시청,2020-10-22
심곡동 674,1,,경기도 부천시 심곡2동 492-6 소사성당앞 (490-119 맞은편 위치),,,,,032-625-5074,경기도 부천시청,2020-10-22
심곡동 399,1,,경기도 부천시 심곡2동 499-1 번지 (386-5맞은편 전철 담벽위치),,,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 400,1,,경기도 부천시 심곡2동 499-1번지 (385-9맞은편 전철담벽 위치),,,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 527,1,,경기도 부천시 심곡2동 59 번지 흥천공원(158-11맞은편코너위치1개),,,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 520,1,,경기도 부천시 심곡2동 59번지 흥천공원(156-10맞은편 위치1개),,,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 529,1,,경기도 부천시 심곡2동 59번지 흥천공원앞(160-2맞은편 위치1개),,,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 528,1,,경기도 부천시 심곡2동 59번지흥천공원 앞(160-3맞은편 코너위치1개),,,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 530,1,,경기도 부천시 심곡2동 59번지흥천공원(160-22맞은편 코너 위치1개),,,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 522,1,,경기도 부천시 심곡2동 59번지흥천공원앞(156-1맞은편 코너위치1개),,,,한전주,032-625-5074,경기도 부천시청,2020-10-22
소사동 01,1,,경기도 부천시 심곡2동 775-2 번지앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 392,1,,경기도 부천시 심곡2동 780-5 번지(465-13맞은편 전철담벽위치),,,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 348,1,,경기도 부천시 심곡2동 유정빌라 C동 옥상 (북서쪽코너 위치),,,,건축물,032-625-5074,경기도 부천시청,2020-10-22
심곡동 344,1,,경기도 부천시 심곡2동 유정빌라 F동 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 413,1,경기도 부천시 부천로9번길 28,경기도 부천시 심곡2동175-17 앞 코너 위치,37.4855679,126.7813721,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 328,1,경기도 부천시 부일로469번길 33,경기도 부천시 심곡2동180-1 앞 코너위치,37.48745133,126.7825245,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 631,1,,경기도 부천시 심곡2동184원미초등학교 담벽(197-2맞은편서쪽 위치),,,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동401,1,경기도 부천시 부천로1번길 38,경기도 부천시 심곡2동386-8번지앞전주철로변,37.48472694,126.7807143,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 849,1,경기도 부천시 부흥로310번길 36,경기도 부천시 심곡3 동 301-3 옥상 위치,37.49303731,126.776592,,건축물,032-625-5074,경기도 부천시청,2020-10-22
심곡동 851,1,,경기도 부천시 심곡3동 1212 번지 (301-25맞은편 복사골 공원위치),,,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 847,1,,경기도 부천시 심곡3동 1217 번지 (296 맞은편 청실공원앞 위치),,,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 848,1,,경기도 부천시 심곡3동 1217번지 (296-3 맞은편 청실공원앞 위치),,,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 873,1,,경기도 부천시 심곡3동 1270-1 번지 (292-2 맞은편 철로담벽위치),,,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 493,1,경기도 부천시 부천로10번길 44,경기도 부천시 심곡3동 144-5 앞 위치,37.4847355,126.7853726,,,032-625-5074,경기도 부천시청,2020-10-22
심곡동 872,1,경기도 부천시 장말로279번길 21,경기도 부천시 심곡3동 221-2 앞 위치,37.49253001,126.7732645,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 876,1,경기도 부천시 심중로108번길 19-4,경기도 부천시 심곡3동 292-4 앞 위치,37.49255554,126.7715501,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 874,1,경기도 부천시 심중로108번길 19-11,경기도 부천시 심곡3동 293-4 옥상 위치,37.49283653,126.771486,,건축물,032-625-5074,경기도 부천시청,2020-10-22
심곡동 875,1,경기도 부천시 심중로108번길 19-7,경기도 부천시 심곡3동 295-6 옥상 위치,37.49270295,126.7713688,,건축물,032-625-5074,경기도 부천시청,2020-10-22
심곡동 846,1,경기도 부천시 신흥로103번길 25,경기도 부천시 심곡3동 296번지코너전주,37.49319659,126.7769624,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 842,1,경기도 부천시 신흥로99번길 21,경기도 부천시 심곡3동 297-1 옥상 위치,,,,건축물,032-625-5074,경기도 부천시청,2020-10-22
심곡동 829,1,경기도 부천시 신흥로93번길 24,경기도 부천시 심곡3동 297-10 옥상 위치,37.49238896,126.7767929,,건축물,032-625-5074,경기도 부천시청,2020-10-22
심곡동 840,1,경기도 부천시 신흥로99번길 17,경기도 부천시 심곡3동 297-22 옥상 (동쪽끝 으로 위치),37.49263121,126.7772038,,건축물,032-625-5074,경기도 부천시청,2020-10-22
심곡동 841,1,경기도 부천시 신흥로99번길 17,경기도 부천시 심곡3동 297-22 옥상 (서쪽끝 으로 위치),37.49263121,126.7772038,,건축물,032-625-5074,경기도 부천시청,2020-10-22
심곡동 831,1,경기도 부천시 신흥로93번길 14,경기도 부천시 심곡3동 297-24 옥상 위치,37.492343,126.7772635,,건축물,032-625-5074,경기도 부천시청,2020-10-22
심곡동 839,1,경기도 부천시 신흥로 97-1,경기도 부천시 심곡3동 297-3번지 (107동 앞 위치),37.49258863,126.7775568,,한전주,032-625-5074,경기도 부천시청,2020-10-22
심곡동 838,1,경기도 부천시 신흥로93번길 7,경기도 부천시 심곡3동 298-1 앞 위치,37.49209127,126.7775537,,,032-625-5074,경기도 부천시청,2020-10-22
심곡동 835,1,경기도 부천시 장말로315번길 8,경기도 부천시 심곡3동 298-31 옥상 위치,,,,건축물,032-625-5074,경기도 부천시청,2020-10-22
심곡동 834,1,경기도 부천시 장말로315번길 10-1,경기도 부천시 심곡3동 298-34 옥상 위치,,,,건축물,032-625-5074,경기도 부천시청,2020-10-22
심곡동 837,1,경기도 부천시 신흥로 91-1,경기도 부천시 심곡3동 298-5 앞 골목안 위치,37.49198691,126.7776383,,,032-625-5074,경기도 부천시청,2020-10-22
